carID,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
C13018,Toyota,RAV4 Hybrid,2016,regular unleaded,194.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hybrid",Midsize,4dr SUV,31,34,2031,28370
C13019,Toyota,RAV4,2015,regular unleaded,176.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,31,24,2031,25240
C13020,Lexus,RC 200t,2016,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Midsize,Coupe,32,22,454,39995
C13021,Lexus,RC 300,2016,premium unleaded (required),255.0,6.0,AUTOMATIC,all wheel drive,2.0,Luxury,Midsize,Coupe,26,19,454,42610
C13022,Lexus,RC 350,2015,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,28,19,454,42790
C13023,Lexus,RC F,2015,premium unleaded (required),467.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,25,16,454,62400
C13024,Acura,RDX,2015,premium unleaded (recommended),273.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,27,19,204,36495
C13025,Buick,Reatta,1990,regular unleaded,165.0,6.0,AUTOMATIC,front wheel drive,2.0,,Compact,Coupe,25,16,155,2000
C13026,Buick,Regal,2016,premium unleaded (recommended),259.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,30,21,155,28565
C13027,Oldsmobile,Regency,1997,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,26,17,26,2000
C13028,Buick,Rendezvous,2005,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,16,155,29970
C13029,Suzuki,Reno,2006,regular unleaded,126.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,28,20,481,15399
C13030,Lamborghini,Reventon,2008,premium unleaded (required),650.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,14,9,1158,1500000
C13031,Honda,Ridgeline,2013,regular unleaded,250.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,Crew Cab Pickup,21,15,2202,37380
C13032,Kia,Rio,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,37,27,1720,15190
C13033,Buick,Riviera,1997,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,2.0,,Large,Coupe,26,17,155,2000
C13034,Acura,RL,2010,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,22,16,204,54250
C13035,Acura,RLX,2015,premium unleaded (recommended),310.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,31,20,204,50950
C13036,Buick,Roadmaster,1994,regular unleaded,260.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Sedan,23,15,155,2000
C13037,Nissan,Rogue Select,2014,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,28,23,2009,20150
C13038,Nissan,Rogue,2015,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,25,2009,24140
C13039,Kia,Rondo,2007,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,26,19,1720,19195
C13040,Volkswagen,Routan,2010,regular unleaded,197.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,23,16,873,33600
C13041,Audi,RS 4,2007,premium unleaded (required),420.0,8.0,MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Compact,Sedan,20,13,3105,66000
C13042,Audi,RS 5,2013,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Convertible,23,16,3105,77900
C13043,Audi,RS 6,2003,premium unleaded (required),450.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,20,14,3105,82700
C13044,Audi,RS 7,2015,premium unleaded (required),560.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,27,16,3105,106500
C13045,Acura,RSX,2004,regular unleaded,160.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,30,24,204,21100
C13046,Lexus,RX 300,2001,premium unleaded (required),220.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,21,17,454,33955
C13047,Lexus,RX 330,2004,regular unleaded,230.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,454,35275
C13048,Lexus,RX 350,2015,regular unleaded,270.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,25,18,454,40970
C13049,Lexus,RX 400h,2006,regular unleaded,268.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,25,27,454,46060
C13050,Lexus,RX 450h,2015,premium unleaded (required),295.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,28,32,454,47620
C13051,Mazda,RX-7,1993,regular unleaded,255.0,,MANUAL,rear wheel drive,2.0,"Factory Tuner,Performance",Compact,Coupe,23,15,586,7523
C13052,Mazda,RX-8,2009,premium unleaded (required),232.0,,MANUAL,rear wheel drive,4.0,Performance,Compact,Coupe,22,16,586,31930
C13053,Chevrolet,S-10 Blazer,1992,regular unleaded,160.0,6.0,MANUAL,four wheel drive,2.0,,Compact,2dr SUV,20,15,1385,2000
C13054,Chevrolet,S-10,2002,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,3.0,Performance,Compact,Extended Cab Pickup,20,15,1385,20984
C13055,GMC,S-15 Jimmy,1990,regular unleaded,160.0,6.0,MANUAL,four wheel drive,2.0,,Compact,2dr SUV,18,15,549,2000
C13056,GMC,S-15,1990,regular unleaded,105.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,Regular Cab Pickup,25,21,549,2000
C13057,Mercedes-Benz,S-Class,2015,premium unleaded (required),449.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,26,17,617,94400
C13058,Honda,S2000,2007,premium unleaded (required),237.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,24,18,2202,34250
C13059,Audi,S3,2015,premium unleaded (required),292.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Compact,Sedan,31,23,3105,41100
C13060,Volvo,S40,2009,premium unleaded (recommended),227.0,5.0,AUTOMATIC,all wheel drive,4.0,Luxury,Compact,Sedan,26,18,870,33800
C13061,Audi,S4,2014,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,28,18,3105,49500
C13062,Audi,S5,2016,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,Performance",Midsize,Convertible,26,18,3105,67350
C13063,Volvo,S60 Cross Country,2017,regular unleaded,240.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,30,22,870,44200
C13064,Volvo,S60,2015,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29,20,870,35450
C13065,Audi,S6,2015,premium unleaded (required),420.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,27,17,3105,75500
C13066,Volvo,S70,1998,regular unleaded,168.0,5.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,27,17,870,2000
C13067,Audi,S7,2015,premium unleaded (required),420.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,27,17,3105,82500
C13068,Volvo,S80,2014,regular unleaded,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,29,20,870,39900
C13069,Audi,S8,2015,premium unleaded (required),520.0,8.0,AUTOMATIC,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,27,17,3105,114900
C13070,Volvo,S90,1998,regular unleaded,181.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,23,16,870,2269
C13071,GMC,Safari Cargo,2003,regular unleaded,190.0,6.0,AUTOMATIC,all wheel drive,3.0,,Large,Cargo Minivan,18,14,549,24450
C13072,GMC,Safari,2003,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Large,Passenger Minivan,19,14,549,23690
C13073,Suzuki,Samurai,1993,regular unleaded,66.0,4.0,MANUAL,four wheel drive,2.0,,Compact,Convertible SUV,26,24,481,2000
C13074,Hyundai,Santa Fe Sport,2015,regular unleaded,264.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,18,1439,33000
C13075,Hyundai,Santa Fe,2015,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25,18,1439,30150
C13076,GMC,Savana Cargo,2014,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Cargo Van,17,11,549,29215
C13077,GMC,Savana,2014,flex-fuel (unleaded/E85),310.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,17,13,549,30970
C13078,Lexus,SC 300,1998,regular unleaded,225.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,22,17,454,3211
C13079,Lexus,SC 400,1998,regular unleaded,290.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,23,17,454,3442
C13080,Lexus,SC 430,2008,premium unleaded (required),288.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,23,16,454,66355
C13081,Hyundai,Scoupe,1993,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,32,23,1439,2000
C13082,Chrysler,Sebring,2008,regular unleaded,235.0,6.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Convertible,26,16,1013,32715
C13083,Kia,Sedona,2015,regular unleaded,276.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25,18,1720,36300
C13084,Nissan,Sentra,2015,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,39,30,2009,20720
C13085,Kia,Sephia,1999,regular unleaded,125.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,28,21,1720,2000
C13086,Toyota,Sequoia,2015,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,17,13,2031,64320
C13087,Cadillac,Seville,2002,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,25,16,1624,44399
C13088,Dodge,Shadow,1992,regular unleaded,93.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,29,23,1851,2000
C13089,Ford,Shelby GT350,2015,premium unleaded (recommended),526.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Midsize,Coupe,21,14,5657,61295
C13090,Ford,Shelby GT500,2012,premium unleaded (required),550.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Midsize,Coupe,23,15,5657,48810
C13091,Suzuki,Sidekick,1996,regular unleaded,120.0,4.0,MANUAL,four wheel drive,4.0,,Compact,4dr SUV,23,20,481,2000
C13092,Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Passenger Minivan,23,16,2031,42880
C13093,GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,19,14,549,30930
C13094,GMC,Sierra 1500 Hybrid,2011,regular unleaded,332.0,8.0,AUTOMATIC,rear wheel drive,4.0,Hybrid,Large,Crew Cab Pickup,23,20,549,45425
C13095,GMC,Sierra 1500,2015,regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Crew Cab Pickup,23,16,549,43360
C13096,GMC,Sierra 1500HD,2006,regular unleaded,300.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,Crew Cab Pickup,16,13,549,34640
C13097,GMC,Sierra C3,2001,regular unleaded,325.0,8.0,AUTOMATIC,all wheel drive,4.0,,Large,Extended Cab Pickup,13,10,549,38370
C13098,GMC,Sierra Classic 1500,1999,regular unleaded,200.0,8.0,AUTOMATIC,rear wheel drive,3.0,,Large,Extended Cab Pickup,17,13,549,4439
C13099,Mitsubishi,Sigma,1990,regular unleaded,142.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,20,16,436,2000
C13100,Oldsmobile,Silhouette,2002,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Passenger Minivan,22,16,26,35970
C13101,Rolls-Royce,Silver Seraph,2001,premium unleaded (required),322.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury",Large,Sedan,15,11,86,219900
C13102,Chevrolet,Silverado 1500 Classic,2007,regular unleaded,285.0,8.0,AUTOMATIC,four wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,18,14,1385,26685
C13103,Chevrolet,Silverado 1500 Hybrid,2011,regular unleaded,332.0,8.0,AUTOMATIC,four wheel drive,4.0,Hybrid,Large,Crew Cab Pickup,23,20,1385,48205
C13104,Chevrolet,Silverado 1500,2015,regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,Crew Cab Pickup,22,16,1385,46110
C13105,Cadillac,Sixty Special,1993,regular unleaded,200.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,23,15,1624,2000
C13106,Buick,Skylark,1996,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,29,19,155,2000
C13107,Mercedes-Benz,SL-Class,2015,premium unleaded (required),329.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Convertible,27,20,617,84000
C13108,Mercedes-Benz,SLC-Class,2017,premium unleaded (required),362.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,29,20,617,60300
C13109,Mercedes-Benz,SLK-Class,2014,premium unleaded (required),302.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Convertible,29,21,617,56225
C13110,Mercedes-Benz,SLR McLaren,2007,premium unleaded (required),641.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,16,11,617,480000
C13111,Mercedes-Benz,SLS AMG GT Final Edition,2015,premium unleaded (required),583.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,19,13,617,221580
C13112,Mercedes-Benz,SLS AMG GT,2013,premium unleaded (required),583.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,19,13,617,199500
C13113,Mercedes-Benz,SLS AMG,2011,premium unleaded (required),563.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,20,14,617,183000
C13114,Acura,SLX,1997,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,17,13,204,2397
C13115,Pontiac,Solstice,2007,regular unleaded,177.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,26,17,210,21515
C13116,Hyundai,Sonata Hybrid,2015,regular unleaded,199.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,40,36,1439,26000
C13117,Hyundai,Sonata,2015,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,35,24,1439,23175
C13118,Chevrolet,Sonic,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,35,25,1385,15495
C13119,GMC,Sonoma,2002,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,2.0,Flex Fuel,Compact,Regular Cab Pickup,20,15,549,16538
C13120,Kia,Sorento,2015,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,18,1720,38500
C13121,Kia,Soul EV,2015,electric,,0.0,DIRECT_DRIVE,front wheel drive,4.0,,Compact,Wagon,92,120,1720,35700
C13122,Kia,Soul,2014,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,30,24,1720,16900
C13123,Chevrolet,Spark EV,2014,electric,140.0,0.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,109,128,1385,26685
C13124,Chevrolet,Spark,2015,regular unleaded,84.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,39,31,1385,14040
C13125,Kia,Spectra,2007,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,30,23,1720,12895
C13126,Dodge,Spirit,1993,regular unleaded,101.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,29,22,1851,2000
C13127,Kia,Sportage,2015,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,28,21,1720,21900
C13128,Chevrolet,Sportvan,1994,regular unleaded,200.0,8.0,AUTOMATIC,rear wheel drive,3.0,,Midsize,Passenger Van,16,11,1385,2000
C13129,Maserati,Spyder,2003,premium unleaded (required),390.0,8.0,MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Convertible,15,10,238,85542
C13130,Audi,SQ5,2015,premium unleaded (required),354.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,24,17,3105,52700
C13131,Dodge,SRT Viper,2013,premium unleaded (required),640.0,10.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,19,12,1851,97395
C13132,Cadillac,SRX,2014,regular unleaded,308.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,16,1624,48065
C13133,Chevrolet,SS,2014,premium unleaded (recommended),415.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,21,14,1385,43475
C13134,Chevrolet,SSR,2004,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Regular Cab Pickup,18,14,1385,41620
C13135,Nissan,Stanza,1990,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,26,19,2009,2000
C13136,Dodge,Stealth,1994,regular unleaded,320.0,6.0,MANUAL,all wheel drive,2.0,"Factory Tuner,Performance",Compact,Coupe,22,16,1851,2823
C13137,Dodge,Stratus,2004,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,26,19,1851,21975
C13138,Cadillac,STS-V,2007,premium unleaded (required),469.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,19,12,1624,75010
C13139,Cadillac,STS,2009,premium unleaded (required),320.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,24,15,1624,56345
C13140,Chevrolet,Suburban,2015,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,4dr SUV,23,16,1385,54205
C13141,GMC,Suburban,1997,regular unleaded,255.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,17,12,549,2468
C13142,Pontiac,Sunbird,1992,regular unleaded,111.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,32,22,210,2000
C13143,Plymouth,Sundance,1992,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,29,20,535,2000
C13144,Pontiac,Sunfire,2003,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,30,22,210,14930
C13145,Ferrari,Superamerica,2005,premium unleaded (required),532.0,12.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,15,9,2774,281170
C13146,Bentley,Supersports Convertible ISR,2013,flex-fuel (premium unleaded required/E85),631.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,19,12,520,291900
C13147,Toyota,Supra,1996,regular unleaded,320.0,6.0,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Coupe,22,16,2031,18255
C13148,Subaru,SVX,1995,regular unleaded,230.0,6.0,AUTOMATIC,all wheel drive,2.0,Performance,Compact,Coupe,23,15,640,2000
C13149,Suzuki,Swift,1999,regular unleaded,79.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,39,33,481,2000
C13150,Suzuki,SX4,2011,regular unleaded,150.0,4.0,MANUAL,front wheel drive,4.0,"Crossover,Hatchback",Compact,4dr Hatchback,30,22,481,16599
C13151,GMC,Syclone,1991,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,2.0,"Factory Tuner,Performance",Compact,Regular Cab Pickup,16,13,549,5667
C13152,Toyota,T100,1996,regular unleaded,190.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Extended Cab Pickup,20,15,2031,2563
C13153,Toyota,Tacoma,2015,regular unleaded,236.0,6.0,MANUAL,four wheel drive,4.0,,Compact,Crew Cab Pickup,19,15,2031,27355
C13154,Chevrolet,Tahoe Hybrid,2011,regular unleaded,332.0,8.0,AUTOMATIC,rear wheel drive,4.0,Hybrid,Large,4dr SUV,23,20,1385,51145
C13155,Chevrolet,Tahoe Limited/Z71,2000,regular unleaded,255.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,15,11,1385,3465
C13156,Chevrolet,Tahoe,2015,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,4dr SUV,22,16,1385,54505
C13157,Ford,Taurus X,2008,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,Wagon,22,15,5657,31620
C13158,Ford,Taurus,2015,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,29,19,5657,29485
C13159,Chrysler,TC,1990,regular unleaded,141.0,6.0,AUTOMATIC,front wheel drive,2.0,Luxury,Compact,Convertible,22,15,1013,2000
C13160,Scion,tC,2014,regular unleaded,179.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,31,23,105,21400
C13161,Ford,Tempo,1992,regular unleaded,96.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,30,21,5657,2000
C13162,Toyota,Tercel,1996,regular unleaded,93.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,35,27,2031,2000
C13163,GMC,Terrain,2015,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,32,22,549,24070
C13164,Buick,Terraza,2005,regular unleaded,200.0,6.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Passenger Minivan,21,15,155,30990
C13165,Ford,Thunderbird,2003,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,2.0,Performance,Midsize,Convertible,22,16,5657,40355
C13166,Hyundai,Tiburon,2006,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,27,19,1439,17095
C13167,Volkswagen,Tiguan,2015,premium unleaded (recommended),200.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,26,20,873,30225
C13168,Nissan,Titan,2014,regular unleaded,317.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,17,12,2009,39780
C13169,Acura,TL,2012,premium unleaded (required),305.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,26,18,204,42985
C13170,Acura,TLX,2015,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,31,21,204,41575
C13171,Oldsmobile,Toronado,1990,regular unleaded,165.0,6.0,AUTOMATIC,front wheel drive,2.0,,Large,Coupe,24,16,26,2000
C13172,Pontiac,Torrent,2007,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,23,17,210,23965
C13173,Volkswagen,Touareg 2,2008,premium unleaded (required),350.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Performance",Midsize,4dr SUV,17,12,873,48390
C13174,Volkswagen,Touareg,2015,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Diesel",Midsize,4dr SUV,29,20,873,62200
C13175,Chrysler,Town and Country,2014,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,1013,32995
C13176,Lincoln,Town Car,2009,flex-fuel (unleaded/E85),239.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Flex Fuel,Luxury",Large,Sedan,24,16,61,52055
C13177,Chevrolet,Tracker,2002,regular unleaded,127.0,4.0,MANUAL,four wheel drive,2.0,,Compact,Convertible SUV,23,20,1385,19060
C13178,Chevrolet,TrailBlazer EXT,2004,regular unleaded,275.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,19,14,1385,32320
C13179,Chevrolet,TrailBlazer,2007,regular unleaded,291.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Midsize,4dr SUV,20,14,1385,25045
C13180,Pontiac,Trans Sport,1996,regular unleaded,180.0,6.0,AUTOMATIC,front wheel drive,3.0,,Compact,Passenger Minivan,24,17,210,2000
C13181,Ford,Transit Connect,2015,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Passenger Minivan,28,20,5657,26710
C13182,Ford,Transit Wagon,2015,flex-fuel (unleaded/E85),275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Large,Passenger Van,19,14,5657,35430
C13183,Chevrolet,Traverse,2015,regular unleaded,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,23,16,1385,43935
C13184,Chevrolet,Trax,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,34,26,1385,25030
C13185,Subaru,Tribeca,2012,regular unleaded,256.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640,35895
C13186,Mazda,Tribute Hybrid,2008,regular unleaded,133.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hybrid",Compact,4dr SUV,30,34,586,27995
